,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Brand,New_Year
3752,Hyundai Grand i10 CRDi Magna,Mumbai,7066.95,2013,71904,Diesel,Manual,First,24,1120,70,5,Hyundai,11
3753,Honda Civic 2006-2010 1.8 S MT,Mumbai,3602.46,2008,87000,Petrol,Manual,First,13,1799,130,5,Honda,16
3754,Hyundai Grand i10 CRDi Magna,Chennai,6208.49,2014,33000,Diesel,Manual,Second,24,1120,70,5,Hyundai,10
3755,Maruti 800 AC Uniq,Jaipur,1226.37,2009,22100,Petrol,Manual,Second,16,796,37,4,Maruti,15
3756,Toyota Etios Liva Diesel,Hyderabad,8584.58,2014,59589,Diesel,Manual,First,23,1364,67,5,Toyota,10
3757,Hyundai i20 Magna 1.4 CRDi,Delhi,8201.34,2015,44000,Diesel,Manual,First,22,1396,88,5,Hyundai,9
3758,Maruti Alto K10 VXI,Mumbai,4982.12,2017,12000,Petrol,Manual,First,24,998,67,5,Maruti,7
3759,BMW X1 sDrive20d,Pune,17629.04,2012,66000,Diesel,Automatic,Second,17,1995,184,5,BMW,12
3760,Maruti Celerio VXI AT,Pune,6515.08,2016,38009,Petrol,Automatic,First,23,998,67,5,Maruti,8
3761,Skoda Superb Elegance 1.8 TSI AT,Mumbai,6821.67,2009,35000,Petrol,Automatic,Second,13,1798,157,5,Skoda,15
3762,Mahindra Xylo E4,Pune,4368.94,2009,70000,Diesel,Manual,First,14,2498,112,7,Mahindra,15
3763,Mahindra XUV500 W8 2WD,Delhi,12033.74,2014,86000,Diesel,Manual,First,15,2179,140,7,Mahindra,10
3764,Maruti Swift Dzire VXI,Pune,8124.69,2016,32000,Petrol,Manual,First,19,1197,85,5,Maruti,8
3765,Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,12263.68,2017,15000,Petrol,Manual,First,18,999,123,5,Ford,7
3766,Toyota Corolla Altis Diesel D4DG,Coimbatore,14455.81,2014,69918,Diesel,Manual,First,21,1364,87,5,Toyota,10
3767,Hyundai i20 2015-2017 1.2 Magna,Pune,4215.64,2012,39000,Petrol,Manual,First,18,1197,80,5,Hyundai,12
3768,Renault Captur 1.5 Diesel Platine Mono,Mumbai,20694.96,2018,1011,Diesel,Manual,First,20,1461,108,5,Renault,6
3769,Mercedes-Benz E-Class 280 CDI,Hyderabad,15314.27,2009,85000,Diesel,Automatic,First,11,2987,198,5,Mercedes-Benz,15
3770,Maruti Baleno RS 1.0 Petrol,Chennai,10654.07,2017,46663,Petrol,Manual,First,21,998,100,5,Maruti,7
3771,Nissan Sunny 2011-2014 XL AT Special Edition,Chennai,10347.48,2015,27000,Petrol,Automatic,First,17,1498,99,5,Nissan,9
3772,Hyundai Grand i10 AT Asta,Chennai,8431.28,2015,15000,Petrol,Automatic,First,18,1197,82,5,Hyundai,9
3773,Maruti Ciaz Zeta,Kochi,14072.57,2018,10575,Petrol,Manual,First,21,1462,103,5,Maruti,6
3774,Hyundai Xcent 1.2 Kappa S,Jaipur,6361.78,2014,12500,Petrol,Manual,First,19,1197,82,5,Hyundai,10
3775,Hyundai Verna 1.6 SX CRDi (O),Ahmedabad,9964.24,2012,52000,Diesel,Manual,First,22,1582,126,5,Hyundai,12
3776,Maruti Wagon R VXI 1.2,Kochi,6300.47,2015,49818,Petrol,Manual,First,21,1197,81,5,Maruti,9
3777,Hyundai Verna CRDi,Hyderabad,3449.16,2008,90000,Diesel,Manual,Second,16,1493,110,5,Hyundai,16
3778,Toyota Etios Liva G,Kochi,6990.3,2015,52207,Petrol,Manual,First,17,1197,78,5,Toyota,9
3779,Mahindra Xylo E4 ABS BS III,Pune,6131.84,2013,167362,Diesel,Manual,First,11,2498,112,7,Mahindra,11
3780,Toyota Etios Liva GD,Coimbatore,8078.7,2015,49894,Diesel,Manual,First,23,1364,67,5,Toyota,9
3781,Mahindra Thar DI 4X4,Kochi,13965.27,2019,13024,Diesel,Manual,First,18,2523,63,7,Mahindra,5
3782,Nissan X-Trail SLX MT,Pune,9504.35,2010,128000,Diesel,Manual,Second,14,1995,147,5,Nissan,14
3783,Toyota Innova Crysta 2.8 ZX AT,Kochi,30613.21,2017,26023,Diesel,Automatic,First,11,2755,171,7,Toyota,7
3784,Hyundai Creta 1.4 CRDi S,Delhi,15590.2,2016,42784,Diesel,Manual,First,21,1396,88,5,Hyundai,8
3785,Maruti Swift VDI,Pune,6898.32,2014,115000,Diesel,Manual,First,28,1248,74,5,Maruti,10
3786,Hyundai Verna 1.6 CRDI SX Option,Kochi,21890.67,2019,30529,Diesel,Manual,First,23,1582,126,5,Hyundai,5
3787,Maruti Alto LXi BSIII,Kochi,3786.41,2012,14814,Petrol,Manual,Second,19,796,46,5,Maruti,12
3788,Maruti S Cross DDiS 200 Alpha,Ahmedabad,12110.38,2016,58000,Diesel,Manual,First,23,1248,88,5,Maruti,8
3789,Hyundai EON Era,Hyderabad,3525.81,2011,68128,Petrol,Manual,First,21,814,55,5,Hyundai,13
3790,Nissan Terrano XL,Hyderabad,9964.24,2013,63220,Petrol,Manual,First,13,1598,102,5,Nissan,11
3791,Hyundai EON Era,Hyderabad,4982.12,2016,30000,Petrol,Manual,First,21,814,55,5,Hyundai,8
3792,Tata Zest Quadrajet 1.3 XT,Bangalore,8967.82,2017,27768,Diesel,Manual,First,20,1248,88,5,Tata,7
3793,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Hyderabad,44455.84,2014,53000,Diesel,Automatic,Second,14,2143,203,5,Mercedes-Benz,10
3794,Audi Q5 2.0 TDI Premium Plus,Coimbatore,39412.4,2014,87652,Diesel,Automatic,Second,14,1968,174,5,Audi,10
3795,Ford Fiesta 1.6 ZXi Leather,Chennai,2835.98,2008,94873,Petrol,Manual,Second,15,1596,101,5,Ford,16
3796,BMW 3 Series 320d Prestige,Mumbai,34874.84,2015,56000,Diesel,Automatic,First,18,1995,184,5,BMW,9
3797,Maruti Baleno RS 1.0 Petrol,Kochi,12754.23,2018,18678,Petrol,Manual,First,21,998,100,5,Maruti,6
3798,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,39856.96,2014,30000,Diesel,Automatic,First,14,2143,203,5,Mercedes-Benz,10
3799,Ford Endeavour Hurricane LE,Mumbai,10730.72,2012,129000,Diesel,Automatic,First,12,2953,112,5,Ford,12
3800,Hyundai i10 Sportz 1.2,Hyderabad,5288.71,2013,59000,Petrol,Manual,First,20,1197,78,5,Hyundai,11
3801,Hyundai Grand i10 Asta Option,Mumbai,7894.74,2017,13000,Petrol,Manual,First,18,1197,82,5,Hyundai,7
3802,Honda Brio S MT,Kochi,5380.69,2014,74325,Petrol,Manual,First,19,1198,86,5,Honda,10
3803,Hyundai i20 Magna 1.4 CRDi (Diesel),Kolkata,5288.71,2015,45000,Diesel,Manual,First,21,1396,88,5,Hyundai,9
3804,Volkswagen Polo Petrol Highline 1.2L,Pune,5748.6,2013,57000,Petrol,Manual,First,16,1198,73,5,Volkswagen,11
3805,Honda City 1.5 EXI,Pune,2222.79,2001,125943,Petrol,Manual,Second,13,1493,100,5,Honda,23
3806,Skoda Octavia Ambiente 1.9 TDI,Delhi,3372.51,2008,80000,Diesel,Manual,First,18,1896,66,5,Skoda,16
3807,Ford Endeavour 2.5L 4X2,Hyderabad,12248.35,2010,154000,Diesel,Manual,First,13,2499,141,7,Ford,14
3808,Chevrolet Cruze LTZ,Bangalore,10347.48,2013,62000,Diesel,Manual,Second,18,1991,147,5,Chevrolet,11
3809,Honda CR-V AT With Sun Roof,Kolkata,18380.19,2013,27000,Petrol,Automatic,First,14,1616,112,5,Honda,11
3810,Honda Mobilio V i DTEC,Kolkata,7664.8,2014,45000,Diesel,Manual,First,24,1498,98,7,Honda,10
3811,Maruti Ertiga VDI,Pune,9044.46,2012,105000,Diesel,Manual,Second,20,1248,88,7,Maruti,12
3812,Hyundai Grand i10 Sportz,Mumbai,5748.6,2013,26000,Petrol,Manual,First,18,1197,82,5,Hyundai,11
3813,Jaguar XF 3.0 Litre S Premium Luxury,Mumbai,45222.32,2014,30900,Diesel,Automatic,First,14,2993,270,5,Jaguar,10
3814,Honda Amaze VX i-Vtech,Chennai,7281.56,2014,48000,Petrol,Manual,First,18,1198,86,5,Honda,10
3815,Audi A6 2.7 TDI,Pune,17629.04,2011,112719,Diesel,Automatic,First,12,2698,179,5,Audi,13
3816,Hyundai i20 1.2 Spotz,Chennai,10654.07,2017,5000,Petrol,Manual,First,18,1197,81,5,Hyundai,7
3817,Volkswagen Ameo 1.2 MPI Highline Plus 16,Mumbai,8277.98,2016,16000,Petrol,Manual,First,17,1198,73,5,Volkswagen,8
3818,Renault Fluence 2.0,Jaipur,7281.56,2011,63000,Petrol,Automatic,First,13,1997,135,5,Renault,13
3819,Maruti Alto K10 VXI,Chennai,3295.86,2011,28300,Petrol,Manual,First,24,998,67,5,Maruti,13
3820,Maruti Alto Std,Jaipur,1379.66,2005,49000,Petrol,Manual,First,19,796,46,5,Maruti,19
3821,Maruti Wagon R VXI BS IV,Kolkata,5365.36,2016,12501,Petrol,Manual,First,20,998,67,5,Maruti,8
3822,Fiat Linea 1.3 Emotion,Kochi,8967.82,2016,56628,Diesel,Manual,First,20,1248,92,5,Fiat,8
3823,Maruti Swift Dzire Vdi BSIV,Pune,4828.82,2010,105000,Diesel,Manual,First,19,1248,73,5,Maruti,14
3824,Renault Scala Diesel RxL,Pune,9197.76,2016,52126,Diesel,Manual,First,21,1461,84,5,Renault,8
3825,Hyundai i20 Magna,Kolkata,3418.5,2010,38000,Petrol,Manual,First,18,1197,80,5,Hyundai,14
3826,Hyundai Xcent 1.2 Kappa SX Option,Bangalore,3832.4,2016,50000,Petrol,Manual,First,19,1197,82,5,Hyundai,8
3827,Maruti Wagon R LXI,Kochi,5932.56,2015,50230,Petrol,Manual,First,18,998,67,5,Maruti,9
3828,Mahindra XUV500 W8 2WD,Ahmedabad,14563.12,2014,31000,Diesel,Manual,First,15,2179,140,7,Mahindra,10
3829,Toyota Fortuner 4x2 AT,Delhi,27210.04,2014,79000,Diesel,Automatic,First,12,2982,168,7,Toyota,10
3830,Renault Duster 110PS Diesel RxZ Plus,Delhi,5748.6,2012,130000,Diesel,Manual,First,19,1461,108,5,Renault,12
3831,Hyundai Santro Xing GLS,Chennai,2299.44,2010,115000,Petrol,Manual,Second,17,1086,62,5,Hyundai,14
3832,Hyundai Verna 1.6 SX VTVT,Pune,7664.8,2013,41500,Petrol,Manual,Second,17,1591,121,5,Hyundai,11
3833,BMW X1 sDrive 20d Exclusive,Pune,26060.32,2014,54385,Diesel,Automatic,Second,15,1995,177,5,BMW,10
3834,Honda Civic 2006-2010 1.8 V AT,Kochi,6714.36,2011,56361,Petrol,Automatic,First,12,1799,130,5,Honda,13
3835,Audi A6 35 TFSI Matrix,Delhi,63617.84,2018,22000,Petrol,Automatic,First,15,1798,187,5,Audi,6
3836,Maruti Wagon R LXI BS IV,Kolkata,4598.88,2017,8000,Petrol,Manual,First,20,998,67,5,Maruti,7
3837,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,16862.56,2018,28741,Diesel,Manual,First,24,1248,88,5,Maruti,6
3838,Land Rover Discovery 3 TDV6 Diesel Automatic,Pune,21461.44,2012,117236,Diesel,Automatic,Second,11,2720,190,7,Land,12
3839,Maruti Dzire New,Pune,11727.14,2016,30500,Diesel,Automatic,First,26,1248,74,5,Maruti,8
3840,Hyundai Verna VTVT 1.6 SX,Kolkata,13336.75,2018,5000,Petrol,Manual,First,17,1591,121,5,Hyundai,6
3841,Maruti Ertiga ZDI Plus,Hyderabad,15176.3,2016,42000,Diesel,Manual,First,25,1248,88,7,Maruti,8
3842,Hyundai Accent GLE,Mumbai,3142.57,2010,32773,Petrol,Manual,First,13,1495,94,5,Hyundai,14
3843,Hyundai i20 1.2 Sportz,Kolkata,8048.04,2016,19008,Petrol,Manual,First,17,1197,80,5,Hyundai,8
3844,Hyundai Verna VTVT 1.6 SX,Kochi,8845.18,2012,32542,Petrol,Manual,First,17,1591,121,5,Hyundai,12
3845,Maruti Alto LX,Hyderabad,2989.27,2010,94753,Petrol,Manual,First,19,796,46,5,Maruti,14
3846,Mahindra Scorpio VLX,Ahmedabad,11420.55,2011,70000,Diesel,Manual,Second,12,2179,120,8,Mahindra,13
3847,Maruti Wagon R LXI,Delhi,3985.7,2012,68347,Petrol,Manual,First,18,998,67,5,Maruti,12
3848,Hyundai i20 1.2 Sportz,Ahmedabad,4982.12,2011,72000,Petrol,Manual,Second,17,1197,80,5,Hyundai,13
3849,Maruti Ritz VDi,Hyderabad,5901.9,2010,75014,Diesel,Manual,First,21,1248,73,5,Maruti,14
3850,Renault Koleos 2.0 Diesel,Delhi,11497.2,2013,65000,Diesel,Automatic,Second,13,1995,148,5,Renault,11
3851,BMW 3 Series 320d,Kochi,17629.04,2012,55598,Diesel,Automatic,First,22,1995,190,5,BMW,12
3852,Honda Brio V MT,Pune,4982.12,2013,50000,Petrol,Manual,First,19,1198,86,5,Honda,11
3853,Hyundai Sonata GOLD,Chennai,2299.44,2003,44200,Petrol,Manual,Second,11,1997,134,5,Hyundai,21
3854,Maruti Swift Dzire VDi,Jaipur,8140.02,2014,65000,Diesel,Manual,First,19,1248,73,5,Maruti,10
3855,Mahindra XUV500 W8 4WD,Hyderabad,13796.64,2013,49000,Diesel,Manual,First,16,2179,140,7,Mahindra,11
3856,Hyundai i10 Sportz 1.1L,Kolkata,5503.33,2016,7200,Petrol,Manual,First,19,1086,68,5,Hyundai,8
3857,Maruti Ciaz ZXi Plus,Kochi,11267.26,2016,43152,Petrol,Manual,First,20,1373,91,5,Maruti,8
3858,Toyota Innova 2.5 V Diesel 8-seater,Pune,18395.52,2013,112000,Diesel,Manual,First,12,2494,102,8,Toyota,11
3859,Hyundai Grand i10 Sportz,Coimbatore,9228.42,2017,23540,Petrol,Manual,First,18,1197,82,5,Hyundai,7
3860,Chevrolet Optra Magnum 2.0 LS BSIII,Coimbatore,3939.71,2008,82160,Diesel,Manual,First,16,1991,123,5,Chevrolet,16
3861,Mahindra Ssangyong Rexton RX5,Pune,19085.35,2013,57000,Diesel,Manual,First,12,2696,162,7,Mahindra,11
3862,Mahindra XUV500 W8 2WD,Coimbatore,19361.28,2015,39335,Diesel,Manual,First,15,2179,140,7,Mahindra,9
3863,Honda City i VTEC SV,Bangalore,11880.44,2014,62000,Petrol,Manual,Second,17,1497,117,5,Honda,10
3864,Ford Ecosport 1.5 DV5 MT Titanium,Delhi,8431.28,2014,60000,Diesel,Manual,First,22,1498,89,5,Ford,10
3865,Hyundai i20 Sportz 1.2,Kolkata,6791.01,2015,35000,Petrol,Manual,First,18,1197,81,5,Hyundai,9
3866,Mercedes-Benz CLA 200 CDI Sport,Kochi,37572.85,2016,32345,Diesel,Automatic,First,17,2143,136,5,Mercedes-Benz,8
3867,Hyundai EON Magna,Ahmedabad,4062.34,2014,47000,Petrol,Manual,First,22,814,55,5,Hyundai,10
3868,Maruti Alto 800 2016-2019 CNG LXI,Delhi,3219.22,2012,65537,CNG,Manual,Second,33,796,40,4,Maruti,12
3869,Toyota Etios G Safety,Delhi,4905.47,2011,36000,Petrol,Manual,First,17,1496,88,5,Toyota,13
3870,Maruti Swift Dzire Tour LDI,Chennai,6515.08,2016,75000,Diesel,Manual,First,23,1248,74,5,Maruti,8
3871,Maruti Alto LXi,Kolkata,1686.26,2008,38000,Petrol,Manual,First,19,796,46,5,Maruti,16
3872,Maruti Celerio ZXI,Chennai,6591.73,2015,57818,Petrol,Manual,First,23,998,67,5,Maruti,9
3873,Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,13643.34,2015,45000,Diesel,Manual,First,22,1498,89,5,Ford,9
3874,Nissan Terrano XV 110 PS Limited Edition,Jaipur,9964.24,2015,75055,Diesel,Manual,First,19,1461,108,5,Nissan,9
3875,Honda Accord VTi-L AT,Delhi,5365.36,2009,65462,Petrol,Automatic,Third,11,2354,142,5,Honda,15
3876,Maruti Swift Ldi BSIII,Hyderabad,6515.08,2008,76206,Diesel,Manual,First,17,1248,75,5,Maruti,16
3877,Mahindra XUV500 AT W10 FWD,Kochi,25232.52,2018,25948,Diesel,Automatic,First,16,2179,140,7,Mahindra,6
3878,Honda Jazz 1.2 VX i VTEC,Mumbai,9121.11,2016,28500,Petrol,Manual,First,18,1199,88,5,Honda,8
3879,Honda City i VTEC V,Mumbai,10884.02,2015,28004,Petrol,Manual,First,17,1497,117,5,Honda,9
3880,Fiat Grande Punto 1.2 Dynamic,Kolkata,1916.2,2011,25000,Petrol,Manual,Second,15,1172,67,5,Fiat,13
3881,Maruti Estilo LXI,Kolkata,3832.4,2010,40000,Petrol,Manual,Second,19,1061,112,5,Maruti,14
3882,Maruti Ertiga ZXI,Pune,8431.28,2013,82543,Petrol,Manual,First,16,1373,93,7,Maruti,11
3883,Nissan Micra XL,Chennai,4982.12,2013,30000,Petrol,Manual,First,18,1198,75,5,Nissan,11
3884,Honda City 1.5 V MT,Hyderabad,7664.8,2010,27800,Petrol,Manual,First,17,1497,118,5,Honda,14
3885,Toyota Etios VX,Coimbatore,10086.88,2016,33415,Petrol,Manual,First,16,1496,88,5,Toyota,8
3886,BMW 3 Series 320d Luxury Line,Mumbai,29892.72,2013,38000,Diesel,Automatic,First,18,1995,184,5,BMW,11
3887,Honda Jazz 1.2 SV i VTEC,Kochi,9412.37,2017,41981,Petrol,Manual,First,18,1199,88,5,Honda,7
3888,Maruti Dzire VDI,Jaipur,7588.15,2013,77084,Diesel,Manual,First,28,1248,73,5,Maruti,11
3889,Skoda Rapid 1.6 TDI Elegance,Hyderabad,8814.52,2013,71803,Diesel,Manual,First,20,1598,103,5,Skoda,11
3890,Mahindra XUV500 W6 2WD,Kolkata,10117.54,2013,73314,Diesel,Manual,First,15,2179,140,7,Mahindra,11
3891,Hyundai Grand i10 AT Asta,Coimbatore,8768.53,2015,69053,Petrol,Automatic,First,18,1197,82,5,Hyundai,9
3892,Honda City 1.5 V MT,Delhi,3985.7,2009,79782,Petrol,Manual,Second,17,1497,118,5,Honda,15
3893,Toyota Innova 2.5 GX 7 STR,Hyderabad,9964.24,2010,250000,Diesel,Manual,Second,12,2494,102,7,Toyota,14
3894,Mahindra XUV500 W8 2WD,Pune,9351.06,2011,90000,Diesel,Manual,Second,15,2179,140,7,Mahindra,13
3895,Maruti Swift Dzire VDi,Hyderabad,5901.9,2010,130000,Diesel,Manual,First,19,1248,73,5,Maruti,14
3896,Volkswagen Vento Petrol Highline,Pune,6898.32,2013,65000,Petrol,Manual,Second,15,1598,103,5,Volkswagen,11
3897,Toyota Etios GD,Coimbatore,8124.69,2013,46496,Diesel,Manual,First,23,1364,112,5,Toyota,11
3898,Audi A4 2.0 TDI,Bangalore,27976.52,2013,76000,Diesel,Automatic,Second,16,1968,147,5,Audi,11
3899,Maruti Ertiga LXI,Ahmedabad,8814.52,2012,28002,Petrol,Manual,First,16,1373,93,7,Maruti,12
3900,Toyota Corolla Altis 1.8 G CNG,Mumbai,5135.42,2010,63000,CNG,Manual,Second,14,1798,138,5,Toyota,14
3901,Maruti 800 AC,Jaipur,1379.66,2010,70000,Petrol,Manual,Second,16,796,37,4,Maruti,14
3902,Honda City 1.5 V MT,Hyderabad,8431.28,2011,66276,Petrol,Manual,First,17,1497,118,5,Honda,13
3903,Maruti Swift Dzire VXI,Kolkata,6116.51,2014,45000,Petrol,Manual,First,19,1197,85,5,Maruti,10
3904,Toyota Camry Hybrid,Delhi,28743.0,2014,67000,Petrol,Automatic,First,19,2494,158,5,Toyota,10
3905,Hyundai Grand i10 CRDi Sportz,Kolkata,5365.36,2014,43068,Diesel,Manual,First,24,1120,70,5,Hyundai,10
3906,Toyota Innova Crysta 2.8 GX AT 8S,Chennai,25217.19,2016,40000,Diesel,Automatic,First,11,2755,171,8,Toyota,8
3907,Hyundai i10 Magna,Coimbatore,5595.3,2011,50436,Petrol,Manual,First,20,1197,78,5,Hyundai,13
3908,Hyundai Grand i10 AT Asta,Bangalore,8277.98,2014,21000,Petrol,Automatic,First,18,1197,82,5,Hyundai,10
3909,Maruti Baleno Alpha Diesel,Mumbai,13336.75,2018,2000,Diesel,Manual,First,27,1248,74,5,Maruti,6
3910,Skoda Superb Style 1.8 TSI AT,Mumbai,31808.92,2016,14500,Petrol,Automatic,First,14,1798,177,5,Skoda,8
3911,Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,19162.0,2010,68782,Diesel,Automatic,First,14,2143,170,5,Mercedes-Benz,14
3912,Maruti Ritz VDi,Kolkata,2897.29,2011,35888,Diesel,Manual,First,21,1248,73,5,Maruti,13
3913,Maruti Swift Dzire Tour LDI,Kolkata,6131.84,2015,168205,Diesel,Manual,First,23,1248,74,5,Maruti,9
3914,Honda Civic 2010-2013 1.8 V MT,Mumbai,6055.19,2012,47000,Petrol,Manual,First,14,1799,130,5,Honda,12
3915,Maruti Ertiga SHVS VDI,Hyderabad,12033.74,2015,93700,Diesel,Manual,First,24,1248,88,7,Maruti,9
3916,Hyundai Elantra CRDi SX,Kolkata,10730.72,2014,45000,Diesel,Manual,First,22,1582,126,5,Hyundai,10
3917,Toyota Fortuner 4x2 AT,Hyderabad,38308.67,2016,55547,Diesel,Automatic,First,12,2982,168,7,Toyota,8
3918,Volkswagen Polo GT TSI,Delhi,6898.32,2013,69000,Petrol,Automatic,First,17,1197,103,5,Volkswagen,11
3919,Skoda Octavia Classic 1.9 TDI MT,Pune,1916.2,2005,88000,Diesel,Manual,Third,18,1896,66,5,Skoda,19
3920,Volkswagen Polo 1.5 TDI Trendline,Delhi,6055.19,2014,32400,Diesel,Manual,First,20,1498,88,5,Volkswagen,10
3921,Hyundai Santro Xing GL Plus,Pune,2452.74,2012,79000,Petrol,Manual,Second,17,1086,62,5,Hyundai,12
3922,Hyundai Accent GLE,Hyderabad,919.78,2004,110000,Petrol,Manual,First,13,1495,94,5,Hyundai,20
3923,Hyundai EON D Lite Plus,Coimbatore,5196.73,2014,45407,Petrol,Manual,Second,21,814,55,5,Hyundai,10
3924,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,15023.01,2011,136490,Diesel,Manual,First,12,2494,102,7,Toyota,13
3925,Maruti Ignis 1.3 Zeta,Mumbai,9059.79,2017,19000,Diesel,Manual,First,26,1248,74,5,Maruti,7
3926,Maruti Ciaz Alpha,Mumbai,12646.92,2017,19416,Petrol,Manual,First,21,1462,103,5,Maruti,7
3927,Maruti Swift Dzire VXi,Mumbai,5748.6,2012,15500,Petrol,Manual,First,17,1298,85,5,Maruti,12
3928,Honda City i VTEC CVT VX,Hyderabad,19162.0,2017,12538,Petrol,Automatic,First,18,1497,117,5,Honda,7
3929,Maruti Swift VDI BSIV W ABS,Bangalore,9121.11,2015,62588,Diesel,Manual,First,17,1248,112,5,Maruti,9
3930,Honda Brio S MT,Delhi,5825.25,2015,44328,Petrol,Manual,First,19,1198,86,5,Honda,9
3931,Toyota Etios Liva GD,Delhi,6668.38,2014,63000,Diesel,Manual,First,23,1364,67,5,Toyota,10
3932,Volvo XC60 D5,Hyderabad,49821.2,2015,100000,Diesel,Automatic,First,13,2400,215,5,Volvo,9
3933,Tata Indigo CS eGVX,Kolkata,4598.88,2015,103000,Petrol,Manual,First,15,1193,64,5,Tata,9
3934,Toyota Innova Crysta 2.8 ZX AT,Pune,29126.24,2016,50296,Diesel,Automatic,Second,11,2755,171,7,Toyota,8
3935,Volkswagen Vento Diesel Highline,Pune,7664.8,2013,95500,Diesel,Manual,First,20,1598,103,5,Volkswagen,11
3936,Ford Ecosport 1.5 DV5 MT Titanium,Pune,8354.63,2014,72100,Diesel,Manual,First,22,1498,89,5,Ford,10
3937,Maruti Wagon R VXI,Mumbai,4138.99,2010,19119,Petrol,Manual,First,18,998,67,5,Maruti,14
3938,Mercedes-Benz S-Class 320 L,Mumbai,16479.32,2006,30000,Petrol,Manual,First,13,2987,210,5,Mercedes-Benz,18
3939,Volkswagen Polo 1.5 TDI Highline,Hyderabad,8891.17,2015,75600,Diesel,Manual,First,20,1498,88,5,Volkswagen,9
3940,Tata Indica GLS BS IV,Pune,1456.31,2007,137000,Petrol,Manual,Second,15,1193,65,5,Tata,17
3941,Maruti 800 Std BSIII,Jaipur,965.76,2002,53500,Petrol,Manual,Second,16,796,37,4,Maruti,22
3942,Jeep Compass 2.0 Longitude,Kochi,26903.45,2018,26101,Diesel,Manual,First,17,1956,170,5,Jeep,6
3943,Maruti Alto K10 LXI Optional,Pune,4598.88,2016,7000,Petrol,Manual,First,24,998,67,5,Maruti,8
3944,Skoda Octavia Elegance 2.0 TDI AT,Bangalore,22994.4,2013,50000,Diesel,Automatic,First,19,1968,141,5,Skoda,11
3945,Maruti Swift Dzire VDI Optional,Hyderabad,9197.76,2016,30000,Diesel,Manual,First,26,1248,74,5,Maruti,8
3946,Maruti Ciaz VDi Plus SHVS,Mumbai,11727.14,2016,38151,Diesel,Manual,First,28,1248,88,5,Maruti,8
3947,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Jaipur,13030.16,2009,116000,Diesel,Manual,Second,15,2148,170,5,Mercedes-Benz,15
3948,Ford Figo Diesel ZXI,Kolkata,3449.16,2013,22000,Diesel,Manual,First,20,1399,68,5,Ford,11
3949,Toyota Corolla Altis VL,Delhi,7128.26,2010,60000,Petrol,Automatic,Second,14,1798,138,5,Toyota,14
3950,Maruti SX4 S Cross DDiS 320 Zeta,Mumbai,12033.74,2016,38000,Diesel,Manual,First,22,1598,118,5,Maruti,8
3951,Ford Figo Petrol ZXI,Coimbatore,5304.04,2011,51928,Petrol,Manual,First,15,1196,70,5,Ford,13
3952,Honda Jazz Exclusive CVT,Mumbai,12646.92,2018,3000,Petrol,Automatic,First,19,1199,88,5,Honda,6
3953,Maruti Zen LXi - BS III,Pune,1916.2,2006,67196,Petrol,Manual,First,17,993,60,5,Maruti,18
3954,Toyota Fortuner 3.0 Diesel,Bangalore,24527.36,2012,100000,Diesel,Manual,Third,11,2982,171,7,Toyota,12
3955,Maruti Ciaz ZDi Plus,Jaipur,11343.9,2015,65218,Diesel,Manual,First,26,1248,88,5,Maruti,9
3956,Renault KWID RXT,Kochi,4706.19,2016,53886,Petrol,Manual,First,25,799,53,5,Renault,8
3957,Hyundai i10 Magna AT,Coimbatore,5886.57,2011,50058,Petrol,Automatic,First,19,1197,80,5,Hyundai,13
3958,Maruti Celerio ZXI AT Optional,Pune,6438.43,2016,64000,Petrol,Automatic,First,23,998,67,5,Maruti,8
3959,Hyundai Creta 1.4 E Plus Diesel,Kochi,16586.63,2018,41641,Diesel,Manual,First,21,1396,88,5,Hyundai,6
3960,Honda Jazz 1.5 SV i DTEC,Hyderabad,9351.06,2016,44345,Diesel,Manual,First,27,1498,98,5,Honda,8
3961,Honda City 1.5 S MT,Kolkata,4752.18,2011,45501,Petrol,Manual,First,17,1497,118,5,Honda,13
3962,Mitsubishi Lancer 1.5 SFXi,Chennai,1532.96,2001,104000,Petrol,Manual,Third,13,1468,85,5,Mitsubishi,23
3963,Nissan Sunny XE P,Coimbatore,7189.58,2012,50297,Petrol,Manual,First,16,1498,97,5,Nissan,12
3964,Honda Accord 2.4 AT,Mumbai,8277.98,2011,87000,Petrol,Automatic,First,11,2354,177,5,Honda,13
3965,Mahindra XUV500 W8 2WD,Mumbai,18395.52,2016,120000,Diesel,Manual,First,15,2179,140,7,Mahindra,8
3966,Hyundai i20 1.2 Magna Executive,Mumbai,9964.24,2018,17000,Petrol,Manual,First,18,1197,81,5,Hyundai,6
3967,Nissan Micra Diesel XL,Chennai,4598.88,2014,100000,Diesel,Manual,First,23,1461,63,5,Nissan,10
